Post ID,Confirmed DesignTag1,Confirmed DesignTag2,Confirmed DesignTag3,App Technology,App Domain,App Size,Platform Context,Organizational Context,Technical Context,Quality attributes,Other 1,Other 2,Other 3
4602231,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
38639424,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
38480000,microservices,,,Web Application,NONE,NONE,Development Systems,NONE,NONE,performance,NONE,NONE,NONE
45386765,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
21844295,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
46411649,ddd,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
19560113,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
29323201,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33676355,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
32217639,microservices,,,Web Application,Financial Systems,Large,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
3196819,soa,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
5406394,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
41080253,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
12579611,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
12729710,REST,,,Web Application,NONE,Small,Databases,NONE,Quality standards,security,NONE,NONE,NONE
49355572,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
35526970,p2p,,,NONE,NONE,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
54304646,REST,,,NONE,NONE,Small,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
53377422,client server,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
31369913,client server,,,NONE,NONE,NONE,Network context,NONE,Quality standards,performance,NONE,NONE,NONE
5735309,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23741625,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,scalability,maintainability,NONE,NONE
52906454,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
8147490,n-tier,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
42842575,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
8060742,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
2112022,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
30730964,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
42357798,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
6411015,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
31120832,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
23613310,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
9870656,SINGLETON,,,Mobile Application,Entertainment Systems,Small,Hardware context,NONE,NONE,NONE,NONE,NONE,NONE
32156712,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
39651042,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
4657210,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
20124399,dao,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
57278723,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
24885753,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
47880712,REST,,,Web Application,NONE,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
55346732,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
9321226,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
44883842,client server,,,NONE,NONE,NONE,Operating Systems,NONE,NONE,performance,Network context,NONE,NONE
4879356,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,maintainability,NONE,NONE,NONE
24940566,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41640621,microservices,,,NONE,NONE,NONE,Databases,NONE,Development methodology,maintainability,performance,NONE,NONE
2408075,REST,,,Web Application,Financial Systems,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
1851975,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
33391866,SINGLETON,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
50062926,ddd,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
23528706,ddd,,,Web Application,NONE,NONE,NONE,NONE,NONE,testability,NONE,NONE,NONE
2222994,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
3384477,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33926707,microservices,,,NONE,NONE,NONE,NONE,NONE,Development methodology,functionality,NONE,NONE,NONE
303278,MVC,,,Web Application,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
43021285,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
37025760,REST,,,Web Application,NONE,NONE,Network context,NONE,Development methodology,security,NONE,NONE,NONE
18220589,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
50997058,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
50846780,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,availability,NONE,NONE,NONE
37452647,REST,,,Web Application,NONE,Small,NONE,NONE,NONE,security,NONE,NONE,NONE
51227737,microservices,,,Distributed Systems,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
29153903,MVC,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
28514062,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
46329833,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
51143213,microservices,,,Web Application,NONE,Small,NONE,NONE,NONE,NONE,NONE,NONE,NONE
25450380,ddd,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
14041496,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
31031865,microservices,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
34179588,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
11361059,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
37515532,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
26523694,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
53383868,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
45307963,mvvm,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
475833,MVC,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
4998578,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
42541386,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
15338570,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
7529670,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
46141176,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
28793193,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
5155110,wcf,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
54888923,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
51563863,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23777862,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
42720651,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
13202224,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
52492498,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
13709209,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
26937791,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
39601492,microservices,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
39103289,REST,,,web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
10090796,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35091939,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
53733994,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
8607625,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
42482962,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
26242653,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
32631630,MVC,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
42030847,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
57394908,microservices,,,NONE,NONE,NONE,Databases,NONE,Development methodology,functionality,NONE,NONE,NONE
39601424,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
21782118,REST,,,NONE,NONE,NONE,Databases,NONE,development methodology,Security,NONE,NONE,NONE
49577347,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
50628676,microservices,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
39742117,microservices,,,NONE,prototype,NONE,Databases,NONE,Development methodology,Security,NONE,NONE,NONE
56921233,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
49767182,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
1825844,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
46640888,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
3513804,client server,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
3295931,REST,,,Web Application,NONE,Small,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
17296940,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
24872440,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8046940,REST,,,NONE,NONE,NONE,databases,NONE,NONE,security,NONE,NONE,NONE
10919801,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,Development methodology,NONE,NONE
55093448,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35494826,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
12086041,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
30352568,ddd,,,Web Application,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
12433646,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
7581170,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Development methodology,safety,Web Application,Quality standards,security
32972811,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3845951,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
11072403,mvvm,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
32387295,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
11394640,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
6677893,REST,,,Web Application,Financial Systems,NONE,Databases,NONE,Quality standards,performance,scalability,NONE,NONE
2439306,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
11751201,MVC,REST,,web Application,NONE,NONE,Databases,NONE,Testing standards/ Methods,NONE,NONE,NONE,NONE
56050069,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
44782947,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33694788,dao,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
5953060,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,safety,NONE,NONE,NONE
43972841,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
33883560,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,safety,NONE,NONE,NONE
5120768,FACTORY METHOD,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
39005387,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,safety,functionality,NONE,NONE
38444603,MVP,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
30198456,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
43966843,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
1148915,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
14046269,client server,,,NONE,NONE,NONE,Network context,NONE,NONE,performance,NONE,NONE,NONE
8599005,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,safety,NONE,NONE,NONE
36285501,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
49783521,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,safety,NONE,NONE,NONE
20226818,mvvm,,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
51036481,mvvm,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,functionality,NONE,NONE
31564058,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
13131144,inversion-of-control,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
6811782,abstract factory,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
32015598,activerecord,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
21611203,REST,,,NONE,NONE,NONE,Databases,NONE,Testing standards/ Methods,safety,NONE,NONE,NONE
29166342,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17863259,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
56804075,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
36845804,mvvm,,,NONE,NONE,NONE,Databases,NONE,NONE,functionality,NONE,NONE,NONE
21028395,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
22053414,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
17279416,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
49301034,MVC,,,NONE,NONE,NONE,NONE,NONE,NONE,safety,NONE,NONE,NONE
48512570,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
46643268,microservices,,,NONE,NONE,NONE,Databases,NONE,Quality standards,availability,NONE,NONE,NONE
29447737,ABSTRACT FACTORY,,,NONE,Entertainment Systems,NONE,NONE,NONE,Development methodology,modifiability,NONE,NONE,NONE
18984675,DTO,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,lazy-loading,NONE,NONE
9951396,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
38370567,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
53086837,microservices,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
44730273,REST,,,NONE,NONE,NONE,Databases,NONE,Testing standards/ Methods,safety,NONE,NONE,NONE
40560421,REST,,,NONE,NONE,NONE,NONE,NONE,NONE,security,maintainability,NONE,NONE
3815818,mvvm,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
26373156,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,safety,NONE,NONE,NONE
36007176,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
53921958,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,safety,NONE,NONE,NONE
26928822,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
13852295,REST,,,NONE,NONE,NONE,Development Systems,NONE,NONE,NONE,NONE,NONE,NONE
15589316,ddd,,,NONE,NONE,NONE,NONE,NONE,Development methodology,security,performance,NONE,NONE
42619138,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
53863069,ddd,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
36495240,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
5606016,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33097782,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
33054172,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
18023538,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
27771055,MVC,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
12769620,soa,,,NONE,NONE,Small,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
14539617,client server,,,NONE,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
3445296,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
37756314,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
36104317,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
32554032,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
1111385,MVC,,,NONE,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
33125508,microservices,,,NONE,NONE,NONE,Databases,NONE,Quality standards,availability,functionality,NONE,NONE
27007353,microservices,,,NONE,NONE,NONE,Databases,NONE,NONE,modifiability,NONE,NONE,NONE
51722841,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
19777050,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
16005831,client server,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
37434284,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
31859987,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
20048178,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
12476773,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,safety,NONE,NONE,NONE
15220733,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
21004740,client server,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
3031514,client server,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,performance,NONE,NONE
39733051,inversion-of-control,,,Web Application,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
16948215,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
10406310,REST,,,Web Application,NONE,NONE,Development Systems,NONE,Quality standards,performance,NONE,NONE,NONE
57525528,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33384636,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
45144106,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
2001773,REST,,,Mobile Application,NONE,NONE,Network context,NONE,Development methodology,NONE,NONE,NONE,NONE
8793453,facade,SINGLETON,,Mobile Application,NONE,NONE,Operating Systems,NONE,Development methodology,performance,Databases,NONE,NONE
49226256,client server,,,Distributed Systems,NONE,Small,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
14970421,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
4128645,mvvm,,,NONE,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
35889410,mvvm,,,NONE,NONE,NONE,NONE,NONE,NONE,availability,NONE,NONE,NONE
6068376,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
32460141,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2204140,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
20683529,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17658533,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29800810,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
7858583,soa,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,scalability,security,performance,NONE
38527458,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2785614,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
48894441,activerecord,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
56901959,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,functionality,NONE,NONE,NONE
8708849,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,safety,NONE,NONE,NONE
49145490,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17064179,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
56526434,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
1408444,soa,,,Web Application,Financial Systems,NONE,Development Systems,NONE,Quality standards,performance,NONE,NONE,NONE
33585897,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23995361,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
12336519,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33119379,ddd,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
9297897,MVC,,,Mobile Application,NONE,NONE,Databases,Stakeholder context,NONE,performance,NONE,NONE,NONE
55988676,MVC,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
47809479,mvvm,,,Information Systems,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
48556866,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
40328588,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
18765932,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,safety,NONE,NONE,NONE
17924506,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
27130642,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,safety,NONE,NONE,NONE
47789062,REST,,,web Application,NONE,NONE,Databases,NONE,Quality standards,safety,NONE,NONE,NONE
9587186,REST,,,Mobile Application,Entertainment Systems,NONE,Development Systems,NONE,Quality standards,performance,NONE,NONE,NONE
35359291,MVC,,,Web Application,NONE,NONE,Development Systems,NONE,Quality standards,performance,NONE,NONE,NONE
22683589,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
31620810,REST,,,Web Application,NONE,NONE,Development Systems,NONE,Development methodology,safety,NONE,NONE,NONE
15133494,client server,,,NONE,NONE,NONE,Network context,NONE,Development methodology,performance,NONE,NONE,NONE
845086,client server,,,NONE,NONE,Small,Network context,NONE,Development methodology,performance,NONE,NONE,NONE
39402018,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
48721348,interceptor,,,NONE,NONE,NONE,NONE,NONE,Development methodology,functionality,functionality,NONE,NONE
16566210,n-tier,,,NONE,NONE,NONE,NONE,NONE,Development methodology,modifiability,NONE,NONE,NONE
20635995,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,safety,NONE,NONE,NONE
33365123,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
43975122,REST,,,Web Application,NONE,NONE,Development Systems,NONE,Quality standards,performance,NONE,NONE,NONE
42950462,ddd,,,NONE,NONE,NONE,Development Systems,NONE,Development methodology,NONE,NONE,NONE,NONE
29129247,client server,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
38284925,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
14043397,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
42068911,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23945037,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
392806,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
40779369,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
57298952,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
12511128,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,safety,NONE,NONE,NONE
1257085,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
9647951,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
46919784,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
28464308,mvvm,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,safety,NONE,NONE,NONE
10383077,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
56047755,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,maintainability,performance,NONE,NONE
16912939,ddd,,,NONE,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
42711769,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
56523399,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
11138209,mvvm,,,NONE,NONE,NONE,NONE,NONE,Development methodology,availability,NONE,NONE,NONE
28767707,microservices,,,Distributed Systems,NONE,NONE,Development Systems,NONE,Quality standards,maintainability,NONE,NONE,NONE
5996458,soa,,,Web Application,NONE,NONE,Development Systems,NONE,Quality standards,security,NONE,NONE,NONE
52736970,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
54747132,microservices,REST,,NONE,NONE,NONE,Databases,NONE,Development methodology,modifiability,NONE,NONE,NONE
54379541,microservices,,,NONE,NONE,NONE,NONE,Development schedule,NONE,security,modifiability,NONE,NONE
2154348,dao,,,Web Application,Financial Systems,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
4547738,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
12852371,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
30989147,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
19291843,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
12780475,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
